,about,abv,apparence_avg,apparence_med,aroma_avg,aroma_med,beer_style,beer_url,brewer,est_cal,ibu,name,overall,overall_reviews,overall_reviews_med,palate_avg,palate_med,photo_url,rating_num,score,style,taste_avg,taste_med
1,"Elaborada com ingredientes importados esta cerveja tem aroma de caramelo e frutas. Graduação alcoólica de 5,5%. A primeira cerveja feita pela Turma está sendo vendida em garrafas de 600ml. Esta cerveja é elaborada somente com malte, lúpulo e fermento, padrões da Lei de Pureza Alemã",5.5%,3.5,3.5,8.0,8.0,Belgian Ale,https://www.ratebeer.com/beer/cerveja-perea/80700/,Cerveja Artesanal,165,-,Cerveja Pérea,-,15.5,15.5,3.5,3.5,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_80700",2,3.01/5,-,7.5,7.5
0,"Blumenau foi fundada em 1850. Mais de 165 anos depois, a Cerveja Blumenau homenageia a cidade com uma Barleywine marcante. Dos maltes especiais à receita exclusiva, é uma cerveja que foi criada para ser inesquecível. Assim como um passeio por uma das mais belas cidades do país! Uma cerveja de cor marrom, com toques de cacau e chocolate presentes no aroma. Um sabor de maltes tostados, com notas de chocolate amargo e um leve aquecimento do alcóol. Corpo médio alto e um final longo e agradável. Copo: Taça de conhaque Harmonização: Comidas Gordurosas, Carnes Assadas, Queijos Amarelos, Sobremesas",8.0%,3.5,3.5,7.5,7.5,Barley Wine,https://www.ratebeer.com/beer/blumenau-1850-barley-wine/533825/,Cerveja Blumenau,240,65,Blumenau 1850 Barley Wine,-,15.5,15.5,3.5,3.5,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_533825",2,3.23/5,-,8.0,8.0
1,"A special series of beers baptized with traditional symbols from the city of Blumenau/SC, Brazil.This American Ipa has the name Capivara, a rodent found in the river banks of our city main river Itajaí Açu, that crosses the city. This is an American Ipa with four hops:Chinook, Cascade, Citra and Centennial.Has an amber cloudy tone.On the nose the american hops dominate with hints o melon, grapefruit, passion fruit and a little bit of lemon.In the mouth has that traditional bitterness of the style balanced wih the sweetness of the barley malt.With a dry finish the hops taste is what remains.",6.6%,3.5,3.0,6.5,6.5,India Pale Ale (IPA),https://www.ratebeer.com/beer/blumenau-capivara-little-ipa/358687/,Cerveja Blumenau,198,65,Blumenau Capivara Little IPA,-,13.5,13.0,3.75,3.5,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_358687",4,3.18/5,-,7.0,7.0
2,"Catarinenses de coração, resolvemos homenagear a riqueza do nosso estado com uma cerveja que traz no nome um estilo único, a lembrança do nosso verão que tanto atrai os turistas e o sabor do pêssego. A Catharina Sour – Sun of a Peach é uma soma de tudo o que o nosso estado tem de melhor! Uma cerveja levemente ácida e refrescante. Aroma com um perfume delicado de pêssego. Copo: Copo Catharina Sour Harmonização: Saladas, Frutos do Mar Queijo Brie e Petiscos. Premiação: 2016 Prata – Australian Int’l Beer Awards",4.1%,3.0,3.0,6.0,6.0,Sour/Wild Ale,https://www.ratebeer.com/beer/blumenau-catharina-sour-sun-of-a-peach/533827/,Cerveja Blumenau,123,2,Blumenau Catharina Sour - Sun of a Peach,-,12.5,12.5,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_533827",2,2.98/5,-,6.5,6.5
3,No description available,-,3.0,3.0,7.0,7.0,Imperial IPA,https://www.ratebeer.com/beer/blumenau-double-capivara/403941/,Cerveja Blumenau,-,-,Blumenau Double Capivara,-,14.333333333333334,14.0,3.3333333333333335,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_403941",3,3.18/5,-,7.333333333333333,7.0
4,"Cerveja forte puro malte tipo pilsen. A Quinta geração da família comemora os 100 anos da Companhia Hemmer, tradicional indústria de alimentos que iniciou suas atividades em 1915. Para esta data tão emblemática, escolhemos essa Lager Extra prepara com ingredientes cuidadosamente selecionados. O resultado foi uma cerveja forte, aromática e de sabor extremamente marcante.",5.8%,3.5,3.5,7.5,7.5,Premium Lager,https://www.ratebeer.com/beer/blumenau-hemmer-100-anos-lager-extra/542731/,Cerveja Blumenau,174,-,Blumenau Hemmer 100 anos Lager Extra,-,14.0,14.0,4.0,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_542731",2,3.18/5,-,7.5,7.5
5,"A special series of beers baptized with traditional symbols of the city o Blumenau/SC, Brazil.This American Lager has the name Ipê Amarelo, a tree very common in our forests that is one the symbols of our city with its beautiul yellow flowers.With a deep yellow colour, it brings citric notes of lemon and melon from the dry-hopping of single hop Equinox.On the palate a soft bitterness combined with the malty flavour of the cereals.Refreshing, inviting you to another sip.",5.0%,3.0,3.0,6.0,6.0,Pale Lager,https://www.ratebeer.com/beer/blumenau-ipe-amarelo-american-lager/358709/,Cerveja Blumenau,150,28,Blumenau Ipê Amarelo American Lager,-,13.0,13.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_358709",2,2.98/5,-,6.0,6.0
6,No description available,7.0%,,,,,Black IPA,https://www.ratebeer.com/beer/cerveja-blumenau-blumenau-red-cor-rye-que-o-parta/573224/,Cerveja Blumenau,210,100,"Cerveja Blumenau, Blumenau red cor rye que o parta",-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_573224",Ratings,-/5,-,,
7,"Cerveja puro malte tipo pilsen. Esse puro malte é uma homenagem ao ano de 1915, onde o imigrante alemão Heinrich Hemmer, iniciava uma indústria artesanal na localidade do Badenfurt em Blumenau, Santa Catarina. Esse foi o embrião da Companhia Hemmer, hoje umas das mais tradicionais indústrias alimentícias do Brasil.",4.5%,3.5,3.5,5.5,5.5,Pilsener,https://www.ratebeer.com/beer/hemmer-1915-pilsen/542715/,Cerveja Blumenau,135,10,Hemmer 1915 Pilsen,-,13.0,13.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_542715",2,2.97/5,-,5.5,5.5
8,"Cerveja forte tipo India Pale Ale. Em 2 de setembro de 1850, o filósofo e farmacêutico alemão Hermann Bruno Otto Blumenau, desembarca no local que futuramente se tornaria a cidade que leva seu nome; Blumenau. Essa germânica, brasileira e catarinense cidade de pessoas tão alegres e vibrantes, é a cidade de fundação e sede da Hemmer. Com essa cerveja forte e harmônica agradecemos a seus habitantes por esses mais de 100 anos de convivência e cumplicidade. India Pale Ale com lúpulos americanos, aromas cítricos e amargor pronunciado. Graduação Alcoólica: 6% Amargor: 55 IBU Temperatura: 8º a 12ºC",6.0%,3.3333333333333335,3.0,6.0,6.0,India Pale Ale (IPA),https://www.ratebeer.com/beer/hemmer-blumenau-ipa/542922/,Cerveja Blumenau,180,55,Hemmer Blumenau IPA,-,14.333333333333334,14.0,2.6666666666666665,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_542922",3,3.07/5,-,6.333333333333333,7.0
9,"Cerveja de trigo extra tipo weizen. Emma Hemmer, esposa de Heinrich Conrad Otto Hemmer, filho do fundador, fica viúva muito jovem, supera todas as adversidades e conduz os filhos a construir a base e os valores da Hemmer de hoje. Nada mais simbólico que o trigo, o alimento da humanidade para representar a fibra e a perseverança desta mulher.",4.6%,3.0,3.0,5.5,5.5,German Hefeweizen,https://www.ratebeer.com/beer/hemmer-emma-weizen/542921/,Cerveja Blumenau,138,-,Hemmer Emma Weizen,-,12.0,12.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_542921",2,2.93/5,-,6.0,6.0
10,"Cerveja Clara Forte Tipo Belgian Golden Strong Ale. No ano de 1886 aos 24 anos, Heinrich Hemmer deixa sua terra natal, a Vestfália na Alemanha para desembarcar em Blumenau, na época uma colônia que abrigava imigrantes alemães. Anos depois na localidade do bairro Badenfurt da início ao que é hoje a Companhia Hemmer. Essa potente cerveja é uma homenagem a iniciativa e determinação de um homem em busca da realização de seus sonhos.",8.0%,3.0,3.0,7.0,7.0,Belgian Strong Ale,https://www.ratebeer.com/beer/hemmer-heinrich-golden-strong-ale/552450/,Cerveja Blumenau,240,20,Hemmer Heinrich Golden Strong Ale,-,14.0,14.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_552450",2,3.07/5,-,6.5,6.5
11,"Cerveja de trigo com laranja e coentro tipo witbier. Angela luef, neta do fundador Heinrich Hemmer, era incansável ao trabalho, de uma delicadeza refinada e paladar apurado, sabiamente absorbeu os ensinamentos de seus antepassados e conduziu a Hemmer a excelência em qualidade e sabor. Essa complexa e aromática Witbier, exalta o enigmático mundo dos temperos.",5.0%,2.5,2.5,6.0,6.0,Witbier,https://www.ratebeer.com/beer/hemmer-witbier-angela/542923/,Cerveja Blumenau,150,10,Hemmer Witbier Angela,-,11.5,11.5,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_542923",2,2.86/5,-,4.5,4.5
0,No description available,5.4%,,,,,American Pale Ale,https://www.ratebeer.com/beer/bodoque-apa/405354/,Cerveja Bodoque,162,35,Bodoque APA,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_405354",Ratings,-/5,-,,
1,No description available,6.4%,3.0,3.0,6.0,6.0,India Pale Ale (IPA),https://www.ratebeer.com/beer/bodoque-ipa/405355/,Cerveja Bodoque,192,64,Bodoque IPA,-,12.0,12.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_405355",1,2.94/5,-,6.0,6.0
0,No description available,6.2%,3.0,3.0,6.0,6.0,Amber Ale,https://www.ratebeer.com/beer/capitu-amber/405351/,Cerveja Capitu,186,28,Capitu Amber,-,12.5,12.5,2.5,2.5,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_405351",2,2.95/5,-,6.0,6.0
1,No description available,5.3%,2.5,2.5,5.5,5.5,Saison,https://www.ratebeer.com/beer/capitu-diadorim/405352/,Cerveja Capitu,159,18,Capitu Diadorim,-,12.5,12.5,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_405352",2,2.95/5,-,6.5,6.5
2,No description available,5.1%,3.0,3.0,7.5,7.5,Brown Ale,https://www.ratebeer.com/beer/capitu-tilted-barn/405348/,Cerveja Capitu,153,20,Capitu Tilted Barn,-,14.0,14.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_405348",2,3.11/5,-,7.0,7.0
0,"A Coruja IPA Viva é uma cerveja aromática, de corpo leve e refrescante. Possui nível de amargor considerável e alto teor alcoólico, característicos deste estilo. Com sua coloração dourado clara, leva apenas lúpulos australianos em sua receita tendo estes como protagonistas. Seu aroma traz notas de pinho e frutas tropicais, como manga, abacaxi, tangerina.",6.7%,,,,,India Pale Ale (IPA),https://www.ratebeer.com/beer/cerveja-coruja-ipa-viva/562037/,Cerveja Coruja,201,58,Cerveja Coruja IPA VIVA,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_562037",Ratings,-/5,-,,
1,"É uma cerveja de trigo leve, refrescante, de coloração amarelo claro e com boa formação de espuma. Apresenta leve acidez e notas que lembram pão, banana, cravo e cereais. Com aroma característico de fermento weizen, as notas de banana e cravo trabalham juntas com aromas cítricos dos lúpulos provenientes do dry-hopping, finalizando o gole com uma experiência extremamente agradável e refrescante.",5.5%,,,,,German Hefeweizen,https://www.ratebeer.com/beer/cerveja-coruja-weizen-viva/562038/,Cerveja Coruja,165,18,Cerveja Coruja Weizen VIVA,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_562038",Ratings,-/5,-,,
2,"Complexa e frutada, com aromas de cravo, picante e leve toque defumado. Tem a típica refrescância do trigo e do fermento de weizenbier e é turva e atraente. Formação de espuma densa e cremosa, com boa retenção e amargor acima da média das weizen.",5.5%,3.7,4.0,6.4,6.5,German Hefeweizen,https://www.ratebeer.com/beer/coruja-alba-weizen/143666/,Cerveja Coruja,165,18,Coruja Alba Weizen,42,12.1,12.0,3.3,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_143666",15,3.07/5,61,5.7,6.0
3,"Densa e refrescante, com aromas complexos, cravo, frutas secas, caramelo e notas de chocolate. Com agradável calor do álcool, é complexa e equilibrada, cremosa e fácil de beber. Espuma densa e rica. Esta cerveja é o casamento de dois estilos: Weizen e Bock.",6.8%,2.9,3.0,6.4,6.0,Weizenbock,https://www.ratebeer.com/beer/coruja-alba-weizenbock/187697/,Cerveja Coruja,204,23,Coruja Alba Weizenbock,64,13.7,13.0,3.3,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_187697",20,3.28/5,49,6.6,7.0
4,"Dourada, leve, de sabor acentuado e suavemente amarga. É mais encorpada e apresenta um aroma marcante. Tem a fórmula incrementada por dois tipos de malte, Vienna e Pilsen e é mais alcoólica e aromática, graças aos lúpulos Galena e Perle. Com seus 6,5 %de álcool, conquista pelo seu sabor extra-forte.",6.5%,3.6,3.5,6.2,6.0,Imperial Pils/Strong Pale Lager,https://www.ratebeer.com/beer/coruja-extra-viva/106187/,Cerveja Coruja,195,-,Coruja Extra Viva,34,12.4,12.5,3.6,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_106187",18,2.99/5,76,6.4,6.5
5,"Uma amber lager pagã com toque final de pitanga. Cerveja equilibrada, com bom caramelado e, no aroma, um leve toque de pitanga. A fruta se mostra discreta, não roubando a cena, o que era exatamente o objetivo de seus criadores.",5.5%,3.1,3.0,5.1,5.5,Amber Lager/Vienna,https://www.ratebeer.com/beer/coruja-fora-de-serie-baca/183483/,Cerveja Coruja,165,40,Coruja Fora de Série - Baca,24,11.5,11.5,2.7,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_183483",13,2.81/5,54,5.6,6.0
6,"A tríade da família artística da Coruja se completa com a Coice, que eleva a cerveja bock a um novo patamar: em vez de Doppelbock, a Coice é uma Trippelbock com canela. Elaborada em parceria com o artista plástico Caé Braga, possui sabor e teor alcoólico concentrados e, portanto, é a cerveja mais forte da linha (11,5% de álcool). Segundo o artista, a Coice nasceu com um espírito forte como seu sabor, aroma, cor e teor.",11.5%,3.0,3.0,6.4,6.0,Doppelbock,https://www.ratebeer.com/beer/coruja-fora-de-serie-coice/194324/,Cerveja Coruja,345,69,Coruja Fora de Série - Coice,58,13.8,14.0,2.9,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_194324",17,3.21/5,48,6.2,6.5
7,"Trazida ao mundo com a ajuda das mãos musicais e mente apimentada do cantor Wander Wildner em julho de 2012, essa “Rock Bier” surgiu de uma Kellerbier (cerveja de porão com malte defumado), acrescida do fino malte Viena com um toque de pimenta.",5.9%,3.4,3.0,6.8,7.0,Zwickel/Keller/Landbier,https://www.ratebeer.com/beer/coruja-fora-de-serie-labareda/185913/,Cerveja Coruja,177,32,Coruja Fora de Série - Labareda,47,12.2,12.5,3.3,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_185913",14,3.15/5,82,6.7,7.0
8,"Escura, forte e defumada. Combinação rica de maltes com aroma de mel, tostado, caramelo e defumado, combinando com lúpulo da Alsácia, que apresenta aroma cítrico de bergamota. Sabor de cereais tostados e corpo denso equilibrado com amargor agradável e final seco..",6.7%,3.375,3.0,6.125,7.0,Porter,https://www.ratebeer.com/beer/coruja-noctua-dark/355826/,Cerveja Coruja,201,53,Coruja Noctua Dark,-,13.0,13.5,3.125,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_355826",8,3.10/5,-,6.25,6.5
9,"Versão Otus Double Hop lançada em conjunto com o Have A Nice Beer, possuindo uma lupulagem diferente, com 30 IBU e 5,5% de teor alcoólico. Comemorativa do Dia dos Pais/2013.",5.5%,4.0,4.0,7.0,7.0,Imperial Pils/Strong Pale Lager,https://www.ratebeer.com/beer/coruja-otus-double-hop/225530/,Cerveja Coruja,165,-,Coruja Otus Double Hop,-,15.0,15.0,4.0,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_225530",1,2.88/5,-,7.0,7.0
10,"Essa é a versão mais lupulada da Coruja Otus. Aromática e refrescante, é uma mistura de APA com Pilsner Tcheca e apresenta amargor mais presente, leve adocicado e final seco.",5.5%,3.0,3.0,7.0,7.0,American Pale Ale,https://www.ratebeer.com/beer/coruja-otus-hop/497091/,Cerveja Coruja,165,35,Coruja Otus Hop,-,14.0,14.0,4.0,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_497091",1,3.06/5,-,8.0,8.0
11,"Versão pasteurizada da Coruja Cerveja Viva. Leve e refrescante, aroma cítrico e floral. Sabor e coloração realçados pela presença dos maltes especiais. Combinação de lúpulos alemães, checos e ingleses na fervura, com adição tardia do lúpulo americano Cascade (dry-hopping) com a cerveja já maturada.",4.5%,3.4,3.0,6.2,6.0,Premium Lager,https://www.ratebeer.com/beer/coruja-otus-lager/142766/,Cerveja Coruja,135,15,Coruja Otus Lager,32,13.4,13.5,3.3,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_142766",15,3.07/5,80,6.2,5.5
12,"Versão pasteurizada da Coruja Extra Viva. A Coruja Strix Extra é acobreada, de sabor acentuado e aroma diferenciado. É marcante já no primeiro gole. com a força dos maltes especiais e refrescância do mix de lúpulos.",6.5%,2.9,3.0,6.0,6.0,Heller Bock,https://www.ratebeer.com/beer/coruja-strix-extra/193998/,Cerveja Coruja,195,25,Coruja Strix Extra,35,12.2,12.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_193998",20,3.00/5,42,6.0,6.0
13,"Sua base é a Strix, com presença marcante de maltes especiais, adicionada de uma lupulagem que combina estilo americano e europeu. É uma lager com boa lupulagem cor de amêndoas, corpo rico e amargor marcante e floral.",6.6%,3.5,3.5,6.625,7.0,India Style Lager,https://www.ratebeer.com/beer/coruja-strix-ipl/352447/,Cerveja Coruja,198,55,Coruja Strix IPL,-,13.0,12.5,3.375,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_352447",7,3.20/5,-,6.375,6.5
14,"Uma lager de sabor acentuado, naturalmente turva e levemente amarga. Possui sabores cítricos, frutados e com toque de levedura. É leve e refrescante apesar de conter três vezes mais malte que lagers comuns. Contém três variedades de lúpulos e dois tipos de maltes especiais na sua fórmula.",4.5%,3.4444444444444446,4.0,5.888888888888889,6.0,Pilsener,https://www.ratebeer.com/beer/coruja-viva/106186/,Cerveja Coruja,135,-,Coruja Viva,32,11.333333333333334,12.0,3.2222222222222223,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_106186",8,2.92/5,63,6.0,7.0
0,"Cerveja artesanal de alta fermentação do tipo Ale originária da Irlanda. Aroma de café, sabor de malte torrado lembrando chocolate meio amargo. Coloração preta",5.9%,5.0,5.0,8.0,8.0,Stout,https://www.ratebeer.com/beer/cerveja-diamantina-xica-de-s-a-stout/447819/,Cerveja Diamantina,177,36,Cerveja Diamantina Xica de Sá Stout,-,15.0,15.0,4.0,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_447819",1,3.13/5,-,7.0,7.0
0,No description available,-,,,,,English Pale Ale,https://www.ratebeer.com/beer/hettwer-pale-ale/389526/,Cerveja Hettwer,-,-,Hettwer Pale Ale,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_389526",Ratings,-/5,-,,
